"issue_key","issuetype","sprint_name","created","reporter","assignee","priority","SP_CHANGER","summary","description","storypoints","Tinprogress_proportion","Tassignee_proportion","Tsprint_proportion","isValid_inprogress","isValid_sprint","isValid_assignee","T1","T2","T3","T4","T5","T_sp_first","T_sp_second","T_sprint","T_sprint_plus_1hr","T_assignee","T_assignee_plus_1hr","T_inprogress","T_inprogress_plus_1hr","sp_estimator","T_infochange_start","T_sp","T_sp_year","T_sp_last","T_sp_after_sprint","last_summary","last_description","firststorypoints","sp_change","sp_sprint","sp_change_count","sp_diff_percent","count_comment_before","count_summ_before","info_change"
"USERGRID-993","Story","Usergrid 29","2015-09-02T22:31:47.000+0000","tnine","tnine","Major","","Separate database system and system bootstrap","A call to /system/database/setup currently performs a database setup, ES setup, and then proceeds to migrate data.  This should be split into 2 separate events.  They should be the following.

 /system/database/setup creates all column families and ES indexes

/system/database/bootstrap 
runs a datamigration manager, then  creates all bootstrap data required for usergrid to function",3.0,0.0084272368294327,0.0082466531830877,0.0,True,True,True,1441233107000.0,1441233807000.0,1441237407000.0,1441315271000.0,1441316171000.0,1441233130000.0,-1.0,1441233107000.0,1441236707000.0,1441233792000.0,1441237392000.0,1441233807000.0,1441237407000.0,"tnine",1441236707000.0,1441233130000.0,45,1441233130000.0,-1.0,"Separate database system and system bootstrap","A call to /system/database/setup currently performs a database setup, ES setup, and then proceeds to migrate data.  This should be split into 2 separate events.  They should be the following.

 /system/database/setup creates all column families and ES indexes

/system/database/bootstrap 
runs a datamigration manager, then  creates all bootstrap data required for usergrid to function",3.0,False,3.0,0,0.0,0,1,False
"USERGRID-992","Story","Usergrid 29","2015-09-02T20:35:18.000+0000","jeffreyawest","mdunker","Major","","Enable Org-level properties","",5.0,0.2793441459393213,0.0003102489044852,0.0,True,True,True,1441226118000.0,1441733036000.0,1441736636000.0,1443039890000.0,1443040790000.0,1441226424000.0,-1.0,1441226118000.0,1441229718000.0,1441226681000.0,1441230281000.0,1441733036000.0,1441736636000.0,"jeffreyawest",1441229718000.0,1441226424000.0,45,1441226424000.0,-1.0,"Enable Org-level properties","",5.0,False,5.0,0,0.0,0,0,False
"USERGRID-991","Story","Usergrid 29","2015-09-02T20:25:11.000+0000","jeffreyawest","djohnson","Major","","Fix tests after Jersey 2.0 upgrade","",5.0,0.9854741099883932,0.0021893645020166,0.0,True,True,True,1441225511000.0,1441733245000.0,1441736845000.0,1441739829000.0,1441740729000.0,1441226007000.0,-1.0,1441225511000.0,1441229111000.0,1441226639000.0,1441230239000.0,1441733245000.0,1441736845000.0,"jeffreyawest",1441229111000.0,1441226007000.0,45,1441226007000.0,-1.0,"Fix tests after Jersey 2.0 upgrade","",5.0,False,5.0,0,0.0,0,0,False
"USERGRID-950","Story","Usergrid 28","2015-08-26T21:53:32.000+0000","mrusso","mrusso","Major","","Remove Cassandra Keyspace name from Index Naming Strategy","",1.0,0.0412348570788927,0.0,0.0,True,True,True,1440626012000.0,1440650693000.0,1440654293000.0,1441223659000.0,1441224559000.0,1440626030000.0,-1.0,1440626012000.0,1440629612000.0,1440626012000.0,1440629612000.0,1440650693000.0,1440654293000.0,"mrusso",1440629612000.0,1440626030000.0,45,1440626030000.0,-1.0,"Remove Cassandra Keyspace name from Index Naming Strategy","",1.0,False,1.0,0,0.0,-1,0,False
"USERGRID-941","Story","Usergrid 28","2015-08-25T16:35:28.000+0000","djohnson","djohnson","Major","","Spike: Investigate using Java Annotations to generate Swagger","",5.0,0.3481012982591649,0.0013178437879223,0.001313084907577,True,True,True,1440520528000.0,1442422369000.0,1442425969000.0,1445983098000.0,1445983998000.0,1440527716000.0,-1.0,1440527702000.0,1440531302000.0,1440527728000.0,1440531328000.0,1442422369000.0,1442425969000.0,"djohnson",1440531302000.0,1440527716000.0,45,1440527716000.0,-1.0,"Spike: Investigate using Java Annotations to generate Swagger","",5.0,False,5.0,0,0.0,0,0,False
"USERGRID-939","Story","","2015-08-25T16:33:38.000+0000","djohnson","","Minor","","Style generated Docs like the Website","Currently our Sphinx-generated docs adopt the look and feel of the ReadTheDocs website, which is not bad but it does not look like the rest of our website. 

We should style the docs so that the use the same header and footer as our existing website and use the same colors, fonts, etc.",3.0,-1.0,0.0002901991830965,-1.0,False,False,True,1440520418000.0,-1.0,-1.0,1468869012000.0,1468869912000.0,1440528637000.0,-1.0,-1.0,-1.0,1440528645000.0,1440532245000.0,-1.0,-1.0,"djohnson",-1.0,-1.0,0,1440528637000.0,-1.0,"Style generated Docs like the Website","Currently our Sphinx-generated docs adopt the look and feel of the ReadTheDocs website, which is not bad but it does not look like the rest of our website. 

We should style the docs so that the use the same header and footer as our existing website and use the same colors, fonts, etc.",-1.0,False,-1.0,0,-1.0,0,0,False
"USERGRID-938","Story","Usergrid 29","2015-08-25T14:52:57.000+0000","jeffreyawest","safeldm","Blocker","","Create a tool with the capability to wipe an application from Cassandra","Given an App ID, we need to be able to wipe the data from Cassandra.  This can be standalone.",3.0,0.0354496039174919,0.0286801762091832,0.02861595357803,True,True,True,1440514377000.0,1441394785000.0,1441398385000.0,1465348959000.0,1465349859000.0,1441225089000.0,-1.0,1441225068000.0,1441228668000.0,1441226663000.0,1441230263000.0,1441394785000.0,1441398385000.0,"jeffreyawest",1441228668000.0,1441225089000.0,45,1441225089000.0,-1.0,"Create a tool with the capability to wipe an application from Cassandra","Given an App ID, we need to be able to wipe the data from Cassandra.  This can be standalone.",3.0,False,3.0,0,0.0,0,2,False
"USERGRID-937","Story","Usergrid 28","2015-08-25T00:46:41.000+0000","jeffreyawest","mrusso","Major","","Nested Arrays in documents result in infinite loop / stack overflow","Need to investigate and decide on an approach.  In addition, do we support arrays with elements of varying types?

	at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)",1.0,0.8969804193463552,0.0,0.905647070074354,True,True,False,1440463601000.0,1440538637000.0,1440542237000.0,1440546355000.0,1440547255000.0,1440539382000.0,-1.0,1440539362000.0,1440542962000.0,1440463601000.0,1440467201000.0,1440538637000.0,1440542237000.0,"jeffreyawest",1440542962000.0,1440539382000.0,45,1440539382000.0,-1.0,"Nested Arrays in documents result in infinite loop / stack overflow","Need to investigate and decide on an approach.  In addition, do we support arrays with elements of varying types?

	at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)",1.0,False,1.0,0,0.0,0,0,False
"USERGRID-936","Story","Critical","2015-08-25T00:08:45.000+0000","jeffreyawest","","Critical","","Unit Test for MapToEntityConverter.processListForField to test for 2d array and infinite loop","

2015-08-25 00:01:10,246 [http-bio-8080-exec-313] ERROR org.apache.usergrid.rest.exceptions.AbstractExceptionMapper- org.apache.usergrid.rest.exceptions.UncaughtException Server Error (500)
org.apache.usergrid.rest.exceptions.UncaughtException: java.lang.StackOverflowError
        at org.apache.usergrid.rest.exceptions.AbstractExceptionMapper.toResponse(AbstractExceptionMapper.java:59)
        at org.apache.usergrid.rest.exceptions.ThrowableMapper.toResponse(ThrowableMapper.java:37)
        at com.sun.jersey.spi.container.ContainerResponse.mapException(ContainerResponse.java:480)
        at com.sun.jersey.spi.container.ContainerResponse.mapMappableContainerException(ContainerResponse.java:417)
        at com.sun.jersey.server.impl.application.WebApplicationImpl._handleRequest(WebApplicationImpl.java:1477)
        at com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1419)
        at com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1409)
        at com.sun.jersey.spi.container.servlet.WebComponent.service(WebComponent.java:409)
        at com.sun.jersey.spi.container.servlet.ServletContainer.service(ServletContainer.java:558)
        at com.sun.jersey.spi.container.servlet.ServletContainer.doFilter(ServletContainer.java:927)
        at com.sun.jersey.spi.container.servlet.ServletContainer.doFilter(ServletContainer.java:875)
        at com.sun.jersey.spi.container.servlet.ServletContainer.doFilter(ServletContainer.java:829)
        at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
        at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
        at org.apache.shiro.web.servlet.AbstractShiroFilter.executeChain(AbstractShiroFilter.java:449)
        at org.apache.shiro.web.servlet.AbstractShiroFilter$1.call(AbstractShiroFilter.java:365)
        at org.apache.shiro.subject.support.SubjectCallable.doCall(SubjectCallable.java:90)
        at org.apache.shiro.subject.support.SubjectCallable.call(SubjectCallable.java:83)
        at org.apache.shiro.subject.support.DelegatingSubject.execute(DelegatingSubject.java:383)
        at org.apache.shiro.web.servlet.AbstractShiroFilter.doFilterInternal(AbstractShiroFilter.java:362)
        at org.apache.shiro.web.servlet.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:125)
        at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:343)
        at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:260)
        at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
        at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
        at org.apache.usergrid.rest.filters.ContentTypeFilter.doFilter(ContentTypeFilter.java:92)
        at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
        at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
        at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:220)
        at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:122)
        at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:504)
        at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:170)
        at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:103)
        at org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:950)
        at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116)
        at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:421)
        at org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1074)
        at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:611)
        at org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:314)
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
        at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
        at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.StackOverflowError
        at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)
        at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)
        at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)
        at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)
        at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)",1.0,-1.0,0.9998132077345522,0.509111785873518,False,False,True,1440461325000.0,-1.0,-1.0,1452291750000.0,1452292650000.0,1452290496000.0,-1.0,1446484792000.0,1446488392000.0,1452290440000.0,1452292650000.0,-1.0,-1.0,"jeffreyawest",1446488392000.0,1440461325000.0,45,1452290496000.0,-1.0,"Unit Test for MapToEntityConverter.processListForField to test for 2d array and infinite loop","
2015-08-25 00:01:10,246 [http-bio-8080-exec-313] ERROR org.apache.usergrid.rest.exceptions.AbstractExceptionMapper- org.apache.usergrid.rest.exceptions.UncaughtException Server Error (500)
org.apache.usergrid.rest.exceptions.UncaughtException: java.lang.StackOverflowError
        at org.apache.usergrid.rest.exceptions.AbstractExceptionMapper.toResponse(AbstractExceptionMapper.java:59)
        at org.apache.usergrid.rest.exceptions.ThrowableMapper.toResponse(ThrowableMapper.java:37)
        at com.sun.jersey.spi.container.ContainerResponse.mapException(ContainerResponse.java:480)
        at com.sun.jersey.spi.container.ContainerResponse.mapMappableContainerException(ContainerResponse.java:417)
        at com.sun.jersey.server.impl.application.WebApplicationImpl._handleRequest(WebApplicationImpl.java:1477)
        at com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1419)
        at com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1409)
        at com.sun.jersey.spi.container.servlet.WebComponent.service(WebComponent.java:409)
        at com.sun.jersey.spi.container.servlet.ServletContainer.service(ServletContainer.java:558)
        at com.sun.jersey.spi.container.servlet.ServletContainer.doFilter(ServletContainer.java:927)
        at com.sun.jersey.spi.container.servlet.ServletContainer.doFilter(ServletContainer.java:875)
        at com.sun.jersey.spi.container.servlet.ServletContainer.doFilter(ServletContainer.java:829)
        at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
        at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
        at org.apache.shiro.web.servlet.AbstractShiroFilter.executeChain(AbstractShiroFilter.java:449)
        at org.apache.shiro.web.servlet.AbstractShiroFilter$1.call(AbstractShiroFilter.java:365)
        at org.apache.shiro.subject.support.SubjectCallable.doCall(SubjectCallable.java:90)
        at org.apache.shiro.subject.support.SubjectCallable.call(SubjectCallable.java:83)
        at org.apache.shiro.subject.support.DelegatingSubject.execute(DelegatingSubject.java:383)
        at org.apache.shiro.web.servlet.AbstractShiroFilter.doFilterInternal(AbstractShiroFilter.java:362)
        at org.apache.shiro.web.servlet.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:125)
        at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:343)
        at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:260)
        at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
        at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
        at org.apache.usergrid.rest.filters.ContentTypeFilter.doFilter(ContentTypeFilter.java:92)
        at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
        at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
        at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:220)
        at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:122)
        at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:504)
        at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:170)
        at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:103)
        at org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:950)
        at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116)
        at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:421)
        at org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1074)
        at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:611)
        at org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:314)
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
        at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
        at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.StackOverflowError
        at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)
        at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)
        at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)
        at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)
        at org.apache.usergrid.persistence.model.entity.MapToEntityConverter.processListForField(MapToEntityConverter.java:148)",1.0,False,1.0,0,0.0,0,0,True
"USERGRID-933","Story","Usergrid 29","2015-08-20T22:50:29.000+0000","jeffreyawest","mdunker","Major","","Migrate properties from files on Tomcat to Org-level in the management app","",3.0,0.94531903920525,0.0808813153171486,0.0884762283159805,True,False,False,1440111029000.0,1452021563000.0,1452025163000.0,1452709615000.0,1452710515000.0,1446672591000.0,-1.0,1441225784000.0,1441229384000.0,1441130092000.0,1441133692000.0,1452021563000.0,1452025163000.0,"jeffreyawest",1441229384000.0,1440111029000.0,45,1446672591000.0,-1.0,"[SPIKE] Understand what remains and break up tasks for migrating properties from files on Tomcat to Org-level in the management app","",3.0,False,3.0,0,0.0,0,0,True
"USERGRID-929","Story","Usergrid 28","2015-08-20T22:23:04.000+0000","jeffreyawest","","Major","","Test the creation of entities which have an OldUUID to migrate from 1.0 to 2.1","",1.0,0.4717540139080063,0.3864228805086152,0.0,True,False,True,1440109384000.0,1440635477000.0,1440639077000.0,1441223669000.0,1441224569000.0,1440539263000.0,-1.0,1440109384000.0,1440112984000.0,1440540317000.0,1440543917000.0,1440635477000.0,1440639077000.0,"jeffreyawest",1440112984000.0,1440109384000.0,45,1440539263000.0,-1.0,"Test the creation of entities which have an OldUUID to migrate from 1.0 to 2.1","",1.0,False,1.0,0,0.0,0,0,False
"USERGRID-926","Story","Usergrid 29","2015-08-20T20:31:37.000+0000","jeffreyawest","","Major","","Include distances in geoquery responses","",3.0,-1.0,0.951824123911849,0.06200858982543,False,False,True,1440102697000.0,-1.0,-1.0,1447165270000.0,1447166170000.0,1441226038000.0,-1.0,1440540693000.0,1440544293000.0,1446825881000.0,1446829481000.0,-1.0,-1.0,"jeffreyawest",1440544293000.0,1440102697000.0,45,1441226038000.0,-1.0,"Include distances in geoquery responses","The best place for this would be in the metadata of the results, in metadata.distance perhaps.",3.0,False,3.0,0,0.0,0,0,True
"USERGRID-921","Story","Usergrid 29","2015-08-17T20:55:08.000+0000","jeffreyawest","Todd Nine","Critical","","Remove duplicate add to collection on write path","Todd's spaghetti comments on write path which results in 2x writes to cassandra ops.",3.0,0.5462804706717899,0.546180489116663,0.0500286297757712,True,False,True,1439844908000.0,1447450535000.0,1447454135000.0,1453766576000.0,1453767476000.0,1441145832000.0,-1.0,1440541435000.0,1440545035000.0,1447449143000.0,1447452743000.0,1447450535000.0,1447454135000.0,"jeffreyawest",1440545035000.0,1439844908000.0,45,1441145832000.0,-1.0,"Remove duplicate add to collection on write path","Todd's spaghetti comments on write path which results in 2x writes to cassandra ops.",3.0,False,3.0,0,0.0,0,0,False
"USERGRID-918","Story","Usergrid 28","2015-08-17T20:30:24.000+0000","jeffreyawest","","Critical","jeffreyawest","Add qparam to skip retrieving metadata and graph edges","If the qparam is not there, use current/default behavior.  If the qparam is there then skip pulling the extra data which will result in better performance.",8.0,-1.0,0.2409241640963262,0.1925460127141347,False,False,False,1439843424000.0,-1.0,-1.0,1441223664000.0,1441224564000.0,1440539240000.0,1440539250000.0,1440109357000.0,1440112957000.0,1440176174000.0,1440179774000.0,-1.0,-1.0,"jeffreyawest",1440112957000.0,1439843424000.0,45,1440539250000.0,1440539250000.0,"Add qparam to skip retrieving metadata and graph edges","If the qparam is not there, use current/default behavior.  If the qparam is there then skip pulling the extra data which will result in better performance.",5.0,True,5.0,1,60.0,0,0,False
"USERGRID-914","Story","Usergrid 28","2015-08-17T20:19:48.000+0000","jeffreyawest","mrusso","Major","","Blog post for 10k TPS and horizontal scalability","",2.0,0.2529419633834069,0.0,0.096554416689326,True,False,False,1439842788000.0,1440538602000.0,1440542202000.0,1442592772000.0,1442593672000.0,1440540428000.0,-1.0,1440108398000.0,1440111998000.0,1439842788000.0,1439846388000.0,1440538602000.0,1440542202000.0,"jeffreyawest",1440111998000.0,1439842788000.0,45,1440540428000.0,-1.0,"Blog post for 10k TPS and horizontal scalability","",2.0,False,2.0,0,0.0,0,0,False
"USERGRID-912","Story","Usergrid 28","2015-08-17T20:18:30.000+0000","jeffreyawest","","Major","jeffreyawest","Upgrade Shiro to be current version","In order to support NIO.  Current version is ancient.",1.0,-1.0,0.4955085704694296,0.1939822947384871,False,False,True,1439842710000.0,-1.0,-1.0,1441223998000.0,1441224898000.0,1440528714000.0,1440539414000.0,1440110830000.0,1440114430000.0,1440527596000.0,1440531196000.0,-1.0,-1.0,"jeffreyawest",1440114430000.0,1439842710000.0,45,1440539414000.0,1440539414000.0,"Upgrade Shiro to be current version","In order to support NIO.  Current version is ancient.

",5.0,True,5.0,1,-80.0,-1,1,True
"USERGRID-909","Story","Usergrid 27","2015-08-13T18:06:37.000+0000","tnine","tnine","Major","","Evaluate removing cache from edge shard management","Currently, using caches with the proposal phase for new shards has caused large numbers of tombstones.  Review the algorithm, and determine the cause of the additional shard proposals.",5.0,4.044522429736636e-05,0.0,3.717692334404383e-05,True,True,True,1439489197000.0,1439489296000.0,1439492896000.0,1441936052000.0,1441936952000.0,1439489282000.0,-1.0,1439489288000.0,1439492888000.0,1439489197000.0,1439492797000.0,1439489296000.0,1439492896000.0,"tnine",1439492888000.0,1439489282000.0,45,1439489282000.0,-1.0,"Evaluate removing cache from edge shard management","Currently, using caches with the proposal phase for new shards has caused large numbers of tombstones.  Review the algorithm, and determine the cause of the additional shard proposals.

Usergrid currently performs 5 shard lookups on write and most miss the cache.  We'll change the following

*Shard allocation*

Shard allocation will not perform a propose + check phase. The following algorithm will occur.  This must occur at EACH_QUORUM to ensure that we have consensus across regions.  

Any node will propose a new shard pivot.  This pivot will have compacted set to false, and will have a column timestamp of a new timeuuid in micros

The proposing node will then read back all compacted = false shard pivots.  The shard pivot with the minimum timestamp will be retained, all others will be deleted as proposals.  This will function similarly to distributed read locks in Cassandra.  Lowest proposed value always wins. 

Allocation is complete

*Shard compaction*

After a successful proposal allocation, the allocating node will copy all edges from the previously compacted shard into the new shard.  It will continue to copy until no new edges are returned on read.

Once read has been completed, all edges that were copied can be deleted from the previous shard.  

This target shard will be marked as compacted

*Consistency*

When performing consistency, we will need a higher consistency level.  To ensure that shards exist worldwide, proposal + selection should occur at EACH_QUORUM.  Standard reads can occur as LOCAL_QUORUM
",5.0,False,5.0,0,0.0,-1,0,True
"USERGRID-908","Story","Usergrid 27","2015-08-11T20:28:08.000+0000","safeldm","safeldm","Major","","run specific migration","",1.0,0.000872790748418,0.0,0.0,True,True,True,1439324888000.0,1439324892000.0,1439328492000.0,1439328571000.0,1439329471000.0,1439324888000.0,-1.0,1439324888000.0,1439328488000.0,1439324888000.0,1439328488000.0,1439324892000.0,1439328492000.0,"safeldm",1439328488000.0,1439324888000.0,45,1439324888000.0,-1.0,"run specific migration","",1.0,False,1.0,0,0.0,-1,0,False
"USERGRID-907","Bug","Usergrid 28","2015-08-11T17:03:13.000+0000","tnine","tnine","Major","","Batch interval in seconds not honored","The following property is present in the configuration of counter batch submits.

{code}
usergrid.counter.batch.interval=30
{code}

This is not honored.  This needs fixed in the 2.0 and 2.1 branch.",3.0,0.0015484635201319,0.0,0.0,True,True,True,1439312593000.0,1439313827000.0,1439317427000.0,1440108612000.0,1440109512000.0,1439312602000.0,-1.0,1439312593000.0,1439316193000.0,1439312593000.0,1439316193000.0,1439313827000.0,1439317427000.0,"tnine",1439316193000.0,1439312602000.0,45,1439312602000.0,-1.0,"Batch interval in seconds not honored","The following property is present in the configuration of counter batch submits.

{code}
usergrid.counter.batch.interval=30
{code}

This is not honored.  This needs fixed in the 2.0 and 2.1 branch.",3.0,False,3.0,0,0.0,0,1,False
"USERGRID-901","Story","","2015-08-04T18:16:13.000+0000","greyes","","Minor","","Fix CorePersistant Properties and Stack Properties to not overlap when using Aws SDK","They both use the AWS sdk but have the possibility to use different versions. This possibility should be eliminated in the future by consolidating which sdk is pulled.",2.0,-1.0,-1.0,-1.0,False,False,False,1438712173000.0,-1.0,-1.0,1456959124000.0,1456960024000.0,1438712173000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,"greyes",-1.0,-1.0,0,1438712173000.0,-1.0,"Fix CorePersistant Properties and Stack Properties to not overlap when using Aws SDK","They both use the AWS sdk but have the possibility to use different versions. This possibility should be eliminated in the future by consolidating which sdk is pulled.",-1.0,False,-1.0,0,-1.0,0,0,False
"USERGRID-900","Bug","Usergrid 27","2015-08-04T00:04:50.000+0000","mrusso","tnine","Major","","Re-index using AmazonAsyncEventService should support updated date","see implemented example for InMemoryAsyncEventService

org/apache/usergrid/corepersistence/asyncevents/EventBuilderImpl.java:166

This filters out based on modified/updated date for the events to be indexed.  Need to ensure AmazonAsyncEventService consumers implement something similar OR look to have the producer filter out the events and not even drop on the AWS queues.",3.0,-1.0,0.0850531403006507,0.0853321909853053,False,True,True,1438646690000.0,-1.0,-1.0,1439308752000.0,1439309652000.0,1438703339000.0,-1.0,1438703262000.0,1438706862000.0,1438703077000.0,1438706677000.0,-1.0,-1.0,"mrusso",1438706862000.0,1438703339000.0,45,1438703339000.0,-1.0,"Re-index using AmazonAsyncEventService should support updated date","see implemented example for InMemoryAsyncEventService

org/apache/usergrid/corepersistence/asyncevents/EventBuilderImpl.java:166

This filters out based on modified/updated date for the events to be indexed.  Need to ensure AmazonAsyncEventService consumers implement something similar OR look to have the producer filter out the events and not even drop on the AWS queues.",3.0,False,3.0,0,0.0,0,0,False
"USERGRID-899","Story","Usergrid 27","2015-07-31T19:04:19.000+0000","mrusso","mrusso","Major","","Validate migrate_entity_data script produces consistent migrations.","Validate that https://github.com/apache/incubator-usergrid/blob/two-dot-o-dev/stack/scripts/migrate_entity_data.py produces consistent entity data migrations. 

1) put data into UG build from latest in two-dot-o
2) stand up UG build from two-dot-o-dev pointing to same keyspace (different queue names) and run /system/database/setup
3) from UG running two-dot-o-dev, run migrate_entity_data.py
4) read data from UG two-dot-
4) once finished,  read entities from UG two-dot-o and UG two-dot-o-dev and ensure there is an exact match
",1.0,-1.0,0.0,3.368345412594243e-05,False,False,False,1438369459000.0,-1.0,-1.0,1438724817000.0,1438725717000.0,1438722252000.0,-1.0,1438369471000.0,1438373071000.0,1438369459000.0,1438373059000.0,-1.0,-1.0,"mrusso",1438373071000.0,1438369459000.0,45,1438722252000.0,-1.0,"Validate migrate_entity_data script produces consistent migrations.","Validate that https://github.com/apache/incubator-usergrid/blob/two-dot-o-dev/stack/scripts/migrate_entity_data.py produces consistent entity data migrations. 

1) put data into UG build from latest in two-dot-o
2) stand up UG build from two-dot-o-dev pointing to same keyspace (different queue names) and run /system/database/setup
3) from UG running two-dot-o-dev, run migrate_entity_data.py
4) read data from UG two-dot-
4) once finished,  read entities from UG two-dot-o and UG two-dot-o-dev and ensure there is an exact match
",1.0,False,1.0,0,0.0,0,0,False
"USERGRID-898","Story","Usergrid 27","2015-07-28T23:50:27.000+0000","greyes","greyes","Major","","Add proper error checking to Asset Code along with error checking tests.","",3.0,4.889796217742626e-05,0.0,0.0,True,True,True,1438127427000.0,1438127435000.0,1438131035000.0,1438290133000.0,1438291033000.0,1438127427000.0,-1.0,1438127427000.0,1438131027000.0,1438127427000.0,1438131027000.0,1438127435000.0,1438131035000.0,"greyes",1438131027000.0,1438127427000.0,45,1438127427000.0,-1.0,"Add proper error checking to Asset Code along with error checking tests.","",3.0,False,3.0,0,0.0,-1,0,False
