"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","greaterOrEqual,49.7250565853901"
"colemanlieu","numeric","lowerOrEqual,14.01835"
"text_multinomial","numeric","greaterOrEqual,0.0317921800760325"
"text_gaussian","numeric","lowerOrEqual,0.375574764795601"
"text_bernoulli","numeric","greaterOrEqual,0.0001314258167225"
"reporter_bugnum","numeric","greaterOrEqual,76.5355333611369"
"reporter_recent_bugnum","numeric","greaterOrEqual,19.0339266951196"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.910813819507466"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.96195247303694"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.863295757219103"
"count_summ_before","numeric","lowerOrEqual,0.574898899998516"
"wordsDiff","numeric","lowerOrEqual,-0.0121252180542797"
"sp_diff","numeric","lowerOrEqual,-0.0737570975907147"
"sp_sprint","numeric","lowerOrEqual,2.99263263540342"
"collab_closeness","numeric","lowerOrEqual,0.527099851738907"
"collab_kcore","numeric","lowerOrEqual,1.9779810893815"
"collab_out_degree","numeric","greaterOrEqual,21.0154275507666"
