"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","lowerOrEqual,2.98747413232923"
"colemanlieu","numeric","greaterOrEqual,15.72335"
"smog","numeric","greaterOrEqual,13.2698960025344"
"text_gaussian","numeric","greaterOrEqual,0.00386948115192354"
"text_bernoulli","numeric","greaterOrEqual,6.41156091155291e-10"
"text_complement","numeric","greaterOrEqual,0.139940313872034"
"reporter_bugnum","numeric","lowerOrEqual,19"
"reporter_recent_bugnum","numeric","lowerOrEqual,4.98615467874333"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.939393939393939"
"assignee_bugnum","numeric","lowerOrEqual,13.735845631687"
"assignee_recent_bugnum","numeric","lowerOrEqual,2.89982187515125"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.939898112700195"
"count_summ_before","numeric","lowerOrEqual,0.952057283371687"
"wordsDiff","numeric","lowerOrEqual,-0.819155556149781"
"sp_diff","numeric","lowerOrEqual,-1.2073846157873"
"collab_betweenness","numeric","greaterOrEqual,0.357281888009725"
"collab_closeness","numeric","greaterOrEqual,0.464850742896133"
"collab_in_degree","numeric","greaterOrEqual,24.1366030974314"
"collab_kcore","numeric","lowerOrEqual,1.95103597291745"
