"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,50.0098039215686"
"colemanlieu","numeric","lowerOrEqual,14.2252"
"text_multinomial","numeric","greaterOrEqual,0.0422424782052244"
"text_gaussian","numeric","greaterOrEqual,0.00935551023576409"
"text_bernoulli","numeric","greaterOrEqual,9.60865495047044e-05"
"reporter_bugnum","numeric","lowerOrEqual,74.5372602359857"
"reporter_recent_bugnum","numeric","greaterOrEqual,19.1033207415603"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.911013768087415"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.97128700558096"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.866842460331334"
"count_summ_before","numeric","lowerOrEqual,0.677886500023305"
"wordsDiff","numeric","lowerOrEqual,-0.0706614053342491"
"sp_diff","numeric","lowerOrEqual,-0.0641463529318571"
"sp_sprint","numeric","greaterOrEqual,3.0044007403776"
"collab_closeness","numeric","lowerOrEqual,0.530908776986415"
"collab_kcore","numeric","lowerOrEqual,1.97809996525757"
"collab_out_degree","numeric","greaterOrEqual,21.2421268399339"
