"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","greaterOrEqual,47.3333333333333"
"colemanlieu","numeric","greaterOrEqual,12.2696"
"text_bernoulli","numeric","lowerOrEqual,4.08585897485387e-29"
"text_complement","numeric","greaterOrEqual,0.155853522687093"
"reporter_recent_bugnum","numeric","greaterOrEqual,2.51736766425893"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.971153846153846"
"assignee_bugnum","numeric","lowerOrEqual,40"
"assignee_recent_bugnum","numeric","greaterOrEqual,9.02084119711071"
"count_summ_before","numeric","lowerOrEqual,1.66454181878362"
"sp_sprint","numeric","lowerOrEqual,3.50879061454907"
