"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"colemanlieu","numeric","greaterOrEqual,19.1293215361846"
"smog","numeric","lowerOrEqual,12.4790589744365"
"text_multinomial","numeric","greaterOrEqual,0.0068626982980647"
"text_gaussian","numeric","lowerOrEqual,0.409801665111445"
"text_bernoulli","numeric","greaterOrEqual,1.4024729465897e-13"
"reporter_bugnum","numeric","greaterOrEqual,15.5728055418003"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.974679146793418"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.99693016801029"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.957639726200855"
"count_summ_before","numeric","greaterOrEqual,0.0225830909330398"
"wordsDiff","numeric","lowerOrEqual,-0.02595986565575"
"sp_diff","numeric","lowerOrEqual,-0.5"
"sp_sprint","numeric","lowerOrEqual,4.99888224806637"
"collab_betweenness","numeric","greaterOrEqual,0.254162522001291"
"collab_closeness","numeric","lowerOrEqual,0.399133184187729"
"collab_eigen_vector","numeric","greaterOrEqual,0.400006984856076"
"collab_in_degree","numeric","greaterOrEqual,23.4994636110496"
