"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,2.00314932875335"
"flesch","numeric","lowerOrEqual,50.895"
"lix","numeric","greaterOrEqual,50.0049019607843"
"text_gaussian","numeric","greaterOrEqual,4.06363234509441e-283"
"text_bernoulli","numeric","greaterOrEqual,0.0079343253241268"
"text_complement","numeric","greaterOrEqual,0.328660820022733"
"reporter_bugnum","numeric","lowerOrEqual,49.8093150220811"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.99206885439344"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.846133194735796"
"assignee_bugnum","numeric","greaterOrEqual,37.0177381467074"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.97974145784974"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.872470274682567"
"count_summ_before","numeric","lowerOrEqual,0.845999176381156"
"wordsDiff","numeric","lowerOrEqual,-0.0229392328765243"
"sp_diff","numeric","lowerOrEqual,-0.000787332188338041"
"collab_betweenness","numeric","lowerOrEqual,0.544309765708767"
"collab_closeness","numeric","greaterOrEqual,0.750173555957959"
"collab_kcore","numeric","lowerOrEqual,1.99960633390583"
"collab_out_degree","numeric","greaterOrEqual,22.0090948126744"
