"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","lowerOrEqual,47.6155467297356"
"colemanlieu","numeric","lowerOrEqual,12.14825"
"text_bernoulli","numeric","greaterOrEqual,1.43094376175098e-16"
"text_complement","numeric","greaterOrEqual,0.190002849185064"
"reporter_recent_bugnum","numeric","greaterOrEqual,2.32636168738827"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.980769230769231"
"assignee_bugnum","numeric","greaterOrEqual,37.8152288079727"
"assignee_recent_bugnum","numeric","greaterOrEqual,9.09191866219044"
"count_summ_before","numeric","greaterOrEqual,0.0481275131460279"
"sp_sprint","numeric","lowerOrEqual,4.71282927226275"
