"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"colemanlieu","numeric","greaterOrEqual,18.8937787542936"
"smog","numeric","lowerOrEqual,12.4214920529047"
"text_multinomial","numeric","greaterOrEqual,0.0062870035228936"
"text_gaussian","numeric","lowerOrEqual,0.441299785627052"
"text_bernoulli","numeric","greaterOrEqual,2.10673562134549e-14"
"reporter_bugnum","numeric","lowerOrEqual,14.2083782581612"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.974315701098153"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.88508742023259"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.957168721477742"
"count_summ_before","numeric","greaterOrEqual,0.113572721369565"
"wordsDiff","numeric","lowerOrEqual,-0.107050168095157"
"sp_diff","numeric","lowerOrEqual,-0.5"
"sp_sprint","numeric","lowerOrEqual,4.88604714022949"
"collab_betweenness","numeric","lowerOrEqual,0.264453054232492"
"collab_closeness","numeric","greaterOrEqual,0.412014482590791"
"collab_eigen_vector","numeric","lowerOrEqual,0.414570766792091"
"collab_in_degree","numeric","lowerOrEqual,22.7253954363987"
