"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","lowerOrEqual,46.0264190821256"
"colemanlieu","numeric","lowerOrEqual,12.0678"
"text_bernoulli","numeric","greaterOrEqual,1.40070232187e-22"
"text_complement","numeric","greaterOrEqual,0.139325700775918"
"reporter_recent_bugnum","numeric","greaterOrEqual,2.0453642453067"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.980769230769231"
"assignee_bugnum","numeric","greaterOrEqual,43"
"assignee_recent_bugnum","numeric","lowerOrEqual,8.68490724894218"
"count_summ_before","numeric","greaterOrEqual,0.0355317473877221"
"sp_sprint","numeric","lowerOrEqual,4.90666116774082"
