"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","lowerOrEqual,2.99798179906793"
"colemanlieu","numeric","greaterOrEqual,15.79695"
"smog","numeric","greaterOrEqual,13.4944431224828"
"text_gaussian","numeric","lowerOrEqual,0.535837218398228"
"text_bernoulli","numeric","greaterOrEqual,4.16634464026064e-12"
"text_complement","numeric","greaterOrEqual,0.136592895415731"
"reporter_bugnum","numeric","lowerOrEqual,18.6870566597208"
"reporter_recent_bugnum","numeric","lowerOrEqual,4.87723828246817"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.940957282137658"
"assignee_bugnum","numeric","lowerOrEqual,14.6507472912781"
"assignee_recent_bugnum","numeric","greaterOrEqual,3.06373959663324"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.941176470588235"
"count_summ_before","numeric","lowerOrEqual,1.07255920534953"
"wordsDiff","numeric","lowerOrEqual,-0.013634706614539"
"sp_diff","numeric","lowerOrEqual,-0.325674773892388"
"collab_betweenness","numeric","greaterOrEqual,0.358670986160703"
"collab_closeness","numeric","greaterOrEqual,0.477571556036763"
"collab_in_degree","numeric","greaterOrEqual,24.1192001267336"
"collab_kcore","numeric","lowerOrEqual,1.90253221429884"
