"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,53.696513230229"
"colemanlieu","numeric","greaterOrEqual,15.2074"
"text_multinomial","numeric","greaterOrEqual,0.0358986508256974"
"text_gaussian","numeric","greaterOrEqual,2.8543473529572e-78"
"text_bernoulli","numeric","greaterOrEqual,0.0001371586003546"
"reporter_bugnum","numeric","lowerOrEqual,59.9317526565865"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.0116418991238"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.90760612351005"
"assignee_recent_bugnum","numeric","lowerOrEqual,7.89572988986038"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.906891437101988"
"count_summ_before","numeric","lowerOrEqual,0.779378308448941"
"wordsDiff","numeric","lowerOrEqual,-0.000919805373996496"
"sp_diff","numeric","lowerOrEqual,-0.00367922149598598"
"sp_sprint","numeric","greaterOrEqual,4.02548597380519"
"collab_betweenness","numeric","greaterOrEqual,0.296468133268398"
"collab_closeness","numeric","lowerOrEqual,0.468566213673393"
"collab_in_degree","numeric","greaterOrEqual,15.0206388609949"
"collab_kcore","numeric","lowerOrEqual,1.99550942052156"
