"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,50"
"colemanlieu","numeric","greaterOrEqual,14.0605982517677"
"text_multinomial","numeric","greaterOrEqual,0.034539658485737"
"text_gaussian","numeric","lowerOrEqual,0.560146261472255"
"text_bernoulli","numeric","greaterOrEqual,5.12441783550882e-06"
"reporter_bugnum","numeric","greaterOrEqual,75"
"reporter_recent_bugnum","numeric","lowerOrEqual,18.7458023051731"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.908533342349477"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.94897729624063"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.865907335364661"
"count_summ_before","numeric","lowerOrEqual,0.604894679388963"
"wordsDiff","numeric","lowerOrEqual,-0.0935775907710195"
"sp_diff","numeric","lowerOrEqual,-0.0151278136763722"
"sp_sprint","numeric","lowerOrEqual,2.99766970728524"
"collab_closeness","numeric","lowerOrEqual,0.529718872855413"
"collab_kcore","numeric","lowerOrEqual,1.89415859873407"
"collab_out_degree","numeric","lowerOrEqual,20.9710887670517"
