"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"colemanlieu","numeric","greaterOrEqual,19.0907"
"smog","numeric","lowerOrEqual,12.4140034112025"
"text_multinomial","numeric","greaterOrEqual,0.0068042926070357"
"text_gaussian","numeric","lowerOrEqual,0.399481327738613"
"text_bernoulli","numeric","greaterOrEqual,2.68966772287184e-12"
"reporter_bugnum","numeric","lowerOrEqual,15.9733938146383"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.974453022355715"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.91195212467574"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.956521739130435"
"count_summ_before","numeric","greaterOrEqual,0.0110765639692545"
"wordsDiff","numeric","lowerOrEqual,-0.147928211838007"
"sp_diff","numeric","lowerOrEqual,0"
"sp_sprint","numeric","lowerOrEqual,4.98547249520198"
"collab_betweenness","numeric","greaterOrEqual,0.266068833688756"
"collab_closeness","numeric","greaterOrEqual,0.416666666666667"
"collab_eigen_vector","numeric","greaterOrEqual,0.412793793223437"
"collab_in_degree","numeric","greaterOrEqual,23.7738438651431"
