"varname","cls","rule"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,3.00907768681645"
"lix","numeric","greaterOrEqual,45.7620777864412"
"text_gaussian","numeric","greaterOrEqual,0.125164355151355"
"text_bernoulli","numeric","greaterOrEqual,5.42541510599243e-05"
"text_complement","numeric","greaterOrEqual,0.443561344637264"
"reporter_bugnum","numeric","lowerOrEqual,16.5487767604645"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.73228243482299"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.859688200401362"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.95013080071658"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.813334072331566"
"count_comment_before","numeric","lowerOrEqual,-0.125164355151355"
"count_summ_before","numeric","lowerOrEqual,0.466000051936135"
"wordsDiff","numeric","lowerOrEqual,5"
"sp_diff","numeric","lowerOrEqual,-2"
"collab_betweenness","numeric","greaterOrEqual,0.428571428571428"
"collab_closeness","numeric","greaterOrEqual,0.827222254346399"
"collab_in_degree","numeric","lowerOrEqual,6.20515435771085"
