"varname","cls","rule"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,3.0035416870378"
"lix","numeric","lowerOrEqual,47.3636363636364"
"text_gaussian","numeric","lowerOrEqual,0.567259950796142"
"text_bernoulli","numeric","greaterOrEqual,1.58049365150185e-05"
"text_complement","numeric","greaterOrEqual,0.442227094242859"
"reporter_bugnum","numeric","lowerOrEqual,15.5"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.60789341619238"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.847330214496257"
"assignee_recent_bugnum","numeric","greaterOrEqual,4.79026248399168"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.81481317514489"
"count_comment_before","numeric","lowerOrEqual,-0.000708337407559156"
"count_summ_before","numeric","lowerOrEqual,0.726519343093969"
"wordsDiff","numeric","lowerOrEqual,18"
"sp_diff","numeric","lowerOrEqual,-1"
"collab_betweenness","numeric","greaterOrEqual,0.426900584795322"
"collab_closeness","numeric","greaterOrEqual,0.833333333333333"
"collab_in_degree","numeric","lowerOrEqual,6.99929166259244"
