"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","lowerOrEqual,46.8117329405989"
"colemanlieu","numeric","lowerOrEqual,12.01835"
"text_bernoulli","numeric","lowerOrEqual,6.62397678230283e-21"
"text_complement","numeric","greaterOrEqual,0.155635539545274"
"reporter_recent_bugnum","numeric","greaterOrEqual,2.0723936073482"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.980769230769231"
"assignee_bugnum","numeric","lowerOrEqual,38.9679687693715"
"assignee_recent_bugnum","numeric","lowerOrEqual,8.86309164273553"
"count_summ_before","numeric","greaterOrEqual,0.0993630748707801"
"sp_sprint","numeric","lowerOrEqual,4.99199219234288"
