"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","lowerOrEqual,47.1306925996205"
"colemanlieu","numeric","lowerOrEqual,11.9309"
"text_bernoulli","numeric","lowerOrEqual,3.80353652801568e-18"
"text_complement","numeric","greaterOrEqual,0.158790146024966"
"reporter_recent_bugnum","numeric","greaterOrEqual,2.02697324100882"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.980769230769231"
"assignee_bugnum","numeric","lowerOrEqual,34"
"assignee_recent_bugnum","numeric","greaterOrEqual,9.28265213640407"
"count_summ_before","numeric","lowerOrEqual,0.807078268611804"
"sp_sprint","numeric","lowerOrEqual,4.18406370468438"
