"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","lowerOrEqual,2.99236257118173"
"colemanlieu","numeric","greaterOrEqual,15.9571"
"smog","numeric","greaterOrEqual,13.4894095452453"
"text_gaussian","numeric","lowerOrEqual,0.526361033320427"
"text_bernoulli","numeric","greaterOrEqual,1.41454322957489e-11"
"text_complement","numeric","greaterOrEqual,0.138460866183298"
"reporter_bugnum","numeric","greaterOrEqual,19.25572990207"
"reporter_recent_bugnum","numeric","greaterOrEqual,5.0069931265898"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.936170212765958"
"assignee_bugnum","numeric","greaterOrEqual,15.2956048175693"
"assignee_recent_bugnum","numeric","greaterOrEqual,3.04414582625031"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.937526778685663"
"count_summ_before","numeric","lowerOrEqual,0.619477265165187"
"wordsDiff","numeric","lowerOrEqual,-0.00305595179088414"
"sp_diff","numeric","lowerOrEqual,-0.178244585404173"
"collab_betweenness","numeric","greaterOrEqual,0.360789017726243"
"collab_closeness","numeric","lowerOrEqual,0.477869173521347"
"collab_in_degree","numeric","lowerOrEqual,23.8615030434448"
"collab_kcore","numeric","lowerOrEqual,1.96692426339723"
