"varname","cls","rule"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,3.03133054589853"
"lix","numeric","greaterOrEqual,49.8796296296296"
"text_gaussian","numeric","greaterOrEqual,0.00155852606985718"
"text_bernoulli","numeric","greaterOrEqual,1.72140847538767e-08"
"text_complement","numeric","greaterOrEqual,0.370245501431785"
"reporter_bugnum","numeric","lowerOrEqual,17.7719620608259"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.81967414333485"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.849405642274069"
"assignee_recent_bugnum","numeric","lowerOrEqual,4.00401888578199"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.847799614089093"
"count_comment_before","numeric","lowerOrEqual,-0.0225855184253305"
"count_summ_before","numeric","lowerOrEqual,0.933926718309522"
"wordsDiff","numeric","lowerOrEqual,39.2801904473454"
"sp_diff","numeric","lowerOrEqual,-1"
"collab_betweenness","numeric","greaterOrEqual,0.414726338476493"
"collab_closeness","numeric","greaterOrEqual,0.823529411764706"
"collab_in_degree","numeric","greaterOrEqual,7.06590330973268"
