"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,54.7914475505773"
"colemanlieu","numeric","greaterOrEqual,15.2146"
"text_multinomial","numeric","greaterOrEqual,0.0384907885335234"
"text_gaussian","numeric","lowerOrEqual,0.594624638091773"
"text_bernoulli","numeric","greaterOrEqual,5.46010556670606e-05"
"reporter_bugnum","numeric","lowerOrEqual,60.9284637384117"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.0512962825596"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.907824462048296"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.99586140690371"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.906786055903947"
"count_summ_before","numeric","lowerOrEqual,0.746905168518424"
"wordsDiff","numeric","lowerOrEqual,-0.0415616522077471"
"sp_diff","numeric","lowerOrEqual,-0.771384895546362"
"sp_sprint","numeric","greaterOrEqual,4.03631066251546"
"collab_betweenness","numeric","greaterOrEqual,0.295900178253119"
"collab_closeness","numeric","lowerOrEqual,0.466032758979433"
"collab_in_degree","numeric","greaterOrEqual,15.0004853177816"
"collab_kcore","numeric","lowerOrEqual,1.98488136962987"
