"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"colemanlieu","numeric","greaterOrEqual,18.6892012521816"
"smog","numeric","greaterOrEqual,12.7294025646272"
"text_multinomial","numeric","greaterOrEqual,0.0059156101817184"
"text_gaussian","numeric","lowerOrEqual,0.440595963736996"
"text_bernoulli","numeric","greaterOrEqual,7.39122724093568e-14"
"reporter_bugnum","numeric","greaterOrEqual,18.5541201969609"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.974400902998029"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.55023263487965"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.956979677203429"
"count_summ_before","numeric","greaterOrEqual,0.00286163878627121"
"wordsDiff","numeric","lowerOrEqual,-0.00286163878627121"
"sp_diff","numeric","lowerOrEqual,0"
"sp_sprint","numeric","lowerOrEqual,4.97335289372131"
"collab_betweenness","numeric","lowerOrEqual,0.263884038593935"
"collab_closeness","numeric","greaterOrEqual,0.408343568444324"
"collab_eigen_vector","numeric","lowerOrEqual,0.412562770967342"
"collab_in_degree","numeric","lowerOrEqual,22.9211833775043"
