"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","lowerOrEqual,2.99324427731335"
"colemanlieu","numeric","greaterOrEqual,16.2429"
"smog","numeric","greaterOrEqual,13.7907759454495"
"text_gaussian","numeric","greaterOrEqual,0.00164267024956644"
"text_bernoulli","numeric","greaterOrEqual,2.06287323509593e-12"
"text_complement","numeric","greaterOrEqual,0.139851481959161"
"reporter_bugnum","numeric","lowerOrEqual,17.829217501916"
"reporter_recent_bugnum","numeric","lowerOrEqual,4.99646239145659"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.940864950076655"
"assignee_bugnum","numeric","lowerOrEqual,14.9271222397219"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.99477451457642"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.939393939393939"
"count_summ_before","numeric","lowerOrEqual,0.712826740695164"
"wordsDiff","numeric","lowerOrEqual,5.84941496420652"
"sp_diff","numeric","lowerOrEqual,-0.768860454671085"
"collab_betweenness","numeric","greaterOrEqual,0.352252314450824"
"collab_closeness","numeric","lowerOrEqual,0.47943661971831"
"collab_in_degree","numeric","greaterOrEqual,24.4621932627633"
"collab_kcore","numeric","lowerOrEqual,1.97724774270318"
