"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,49.9006920644373"
"colemanlieu","numeric","lowerOrEqual,14.23275"
"text_multinomial","numeric","greaterOrEqual,0.0289932815852497"
"text_gaussian","numeric","greaterOrEqual,0.000528831267729402"
"text_bernoulli","numeric","greaterOrEqual,4.55909903512524e-05"
"reporter_bugnum","numeric","lowerOrEqual,76.9763582842425"
"reporter_recent_bugnum","numeric","lowerOrEqual,19.6846040324308"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.910237550448551"
"assignee_recent_bugnum","numeric","lowerOrEqual,4.97641129978001"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.868164572297953"
"count_summ_before","numeric","lowerOrEqual,0.694714053766802"
"wordsDiff","numeric","lowerOrEqual,-0.273501869756728"
"sp_diff","numeric","lowerOrEqual,-1.07759624067694"
"sp_sprint","numeric","lowerOrEqual,2.986113156192"
"collab_closeness","numeric","lowerOrEqual,0.526684789060117"
"collab_kcore","numeric","lowerOrEqual,1.98241977673024"
"collab_out_degree","numeric","lowerOrEqual,20.824733898975"
