"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","lowerOrEqual,46.766323024055"
"colemanlieu","numeric","lowerOrEqual,12.0729"
"text_bernoulli","numeric","greaterOrEqual,9.00908796191465e-30"
"text_complement","numeric","greaterOrEqual,0.149084167472985"
"reporter_recent_bugnum","numeric","greaterOrEqual,2.01764677278697"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.971153846153846"
"assignee_bugnum","numeric","lowerOrEqual,32.5"
"assignee_recent_bugnum","numeric","lowerOrEqual,8.79585846117698"
"count_summ_before","numeric","lowerOrEqual,1.49474561470561"
"sp_sprint","numeric","greaterOrEqual,5.64866862306371"
