"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","lowerOrEqual,2.99882162781432"
"colemanlieu","numeric","greaterOrEqual,15.6965"
"smog","numeric","greaterOrEqual,13.3016174560323"
"text_gaussian","numeric","greaterOrEqual,0.00543412379920483"
"text_bernoulli","numeric","greaterOrEqual,6.70547348102996e-10"
"text_complement","numeric","greaterOrEqual,0.140754693759274"
"reporter_bugnum","numeric","lowerOrEqual,17.9456696799025"
"reporter_recent_bugnum","numeric","lowerOrEqual,4.95949184312485"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.938880335370031"
"assignee_bugnum","numeric","lowerOrEqual,13.9536070711911"
"assignee_recent_bugnum","numeric","greaterOrEqual,3.03695045784116"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.938619366179735"
"count_summ_before","numeric","lowerOrEqual,0.587165288627148"
"wordsDiff","numeric","lowerOrEqual,-0.200755658559501"
"sp_diff","numeric","lowerOrEqual,-0.218409419991076"
"collab_betweenness","numeric","greaterOrEqual,0.356627545142344"
"collab_closeness","numeric","greaterOrEqual,0.486238532110092"
"collab_in_degree","numeric","greaterOrEqual,24.4434054940939"
"collab_kcore","numeric","lowerOrEqual,1.65974725782871"
