"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"colemanlieu","numeric","lowerOrEqual,18.7848"
"smog","numeric","greaterOrEqual,12.8791746189165"
"text_multinomial","numeric","greaterOrEqual,0.0069868237734858"
"text_gaussian","numeric","lowerOrEqual,0.544740812387317"
"text_bernoulli","numeric","greaterOrEqual,7.21857365852457e-14"
"reporter_bugnum","numeric","greaterOrEqual,16.0343539633323"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.972974760499795"
"assignee_recent_bugnum","numeric","greaterOrEqual,9.22045836062171"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.956384684775258"
"count_summ_before","numeric","greaterOrEqual,0.0203320495784283"
"wordsDiff","numeric","lowerOrEqual,-0.49400454829447"
"sp_diff","numeric","lowerOrEqual,1.72434200940188"
"sp_sprint","numeric","lowerOrEqual,4.99107171921059"
"collab_betweenness","numeric","lowerOrEqual,0.259713823310793"
"collab_closeness","numeric","lowerOrEqual,0.4110430755808"
"collab_eigen_vector","numeric","lowerOrEqual,0.408250145067278"
"collab_in_degree","numeric","lowerOrEqual,22.5016598403454"
