"varname","cls","rule"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,3.10638230247423"
"lix","numeric","lowerOrEqual,50.4847117034518"
"text_gaussian","numeric","greaterOrEqual,0.000663186656311154"
"text_bernoulli","numeric","greaterOrEqual,0.000350550774331"
"text_complement","numeric","greaterOrEqual,0.435781069359403"
"reporter_bugnum","numeric","lowerOrEqual,16.2846356702503"
"reporter_recent_bugnum","numeric","greaterOrEqual,9.17357814777642"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.854288719783786"
"assignee_recent_bugnum","numeric","greaterOrEqual,3.13352951593697"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.83331182731005"
"count_comment_before","numeric","lowerOrEqual,-0.0248734084889293"
"count_summ_before","numeric","lowerOrEqual,0.946413557510823"
"wordsDiff","numeric","lowerOrEqual,19.781835944159"
"sp_diff","numeric","lowerOrEqual,-2"
"collab_betweenness","numeric","greaterOrEqual,0.433333333333333"
"collab_closeness","numeric","greaterOrEqual,0.807568090126062"
"collab_in_degree","numeric","lowerOrEqual,6.92537977453321"
