"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,49.7682926829268"
"colemanlieu","numeric","greaterOrEqual,14.2739"
"text_multinomial","numeric","greaterOrEqual,0.0357666402951533"
"text_gaussian","numeric","greaterOrEqual,0.00696245115250349"
"text_bernoulli","numeric","greaterOrEqual,5.75796813535504e-05"
"reporter_bugnum","numeric","greaterOrEqual,76.335793428123"
"reporter_recent_bugnum","numeric","greaterOrEqual,18.1074899779633"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.910997367252784"
"assignee_recent_bugnum","numeric","lowerOrEqual,4.8507518004626"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.867220808297474"
"count_summ_before","numeric","lowerOrEqual,0.564324612612836"
"wordsDiff","numeric","lowerOrEqual,-0.142775163752958"
"sp_diff","numeric","lowerOrEqual,-0.192539527080953"
"sp_sprint","numeric","greaterOrEqual,3.03206643974409"
"collab_closeness","numeric","lowerOrEqual,0.527164932875768"
"collab_kcore","numeric","lowerOrEqual,1.97085463372059"
"collab_out_degree","numeric","lowerOrEqual,20.967800745042"
