"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","lowerOrEqual,47.4325581395349"
"colemanlieu","numeric","lowerOrEqual,12.5541"
"text_bernoulli","numeric","greaterOrEqual,2.76560429306789e-24"
"text_complement","numeric","greaterOrEqual,0.169063904885111"
"reporter_recent_bugnum","numeric","greaterOrEqual,3.5279327519238"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.980769230769231"
"assignee_bugnum","numeric","lowerOrEqual,36.9613789427094"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.53857847396284"
"count_summ_before","numeric","greaterOrEqual,0.0697656203992665"
"sp_sprint","numeric","lowerOrEqual,4.34737144224346"
