"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,2.00170225393958"
"flesch","numeric","lowerOrEqual,51.3341319883496"
"lix","numeric","greaterOrEqual,50.0257020019582"
"text_gaussian","numeric","greaterOrEqual,3.59158243349431e-272"
"text_bernoulli","numeric","greaterOrEqual,0.0028817731949029"
"text_complement","numeric","greaterOrEqual,0.325088940335513"
"reporter_bugnum","numeric","greaterOrEqual,51.0816997315269"
"reporter_recent_bugnum","numeric","greaterOrEqual,9.08056172309443"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.848713247365923"
"assignee_bugnum","numeric","greaterOrEqual,36.0519151075277"
"assignee_recent_bugnum","numeric","greaterOrEqual,7.00604084483348"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.872254094416615"
"count_summ_before","numeric","lowerOrEqual,0.661978537100367"
"wordsDiff","numeric","lowerOrEqual,-0.272355637513101"
"sp_diff","numeric","lowerOrEqual,-0.0345710250549018"
"collab_betweenness","numeric","lowerOrEqual,0.544063392512122"
"collab_closeness","numeric","greaterOrEqual,0.750089828602683"
"collab_kcore","numeric","lowerOrEqual,1.97045460017398"
"collab_out_degree","numeric","greaterOrEqual,21.026789422147"
