"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"colemanlieu","numeric","lowerOrEqual,19.1888"
"smog","numeric","lowerOrEqual,12.4754832057489"
"text_multinomial","numeric","greaterOrEqual,0.0066484400621065"
"text_gaussian","numeric","lowerOrEqual,0.479728924343362"
"text_bernoulli","numeric","greaterOrEqual,7.58025815803139e-18"
"reporter_bugnum","numeric","lowerOrEqual,15.7628458505496"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.974786954849057"
"assignee_recent_bugnum","numeric","lowerOrEqual,8.79818494711071"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.957261142769667"
"count_summ_before","numeric","greaterOrEqual,0.016126056201756"
"wordsDiff","numeric","lowerOrEqual,-0.413482486037537"
"sp_diff","numeric","lowerOrEqual,0"
"sp_sprint","numeric","lowerOrEqual,4.97712604235858"
"collab_betweenness","numeric","lowerOrEqual,0.263538358097501"
"collab_closeness","numeric","greaterOrEqual,0.414634146341463"
"collab_eigen_vector","numeric","lowerOrEqual,0.408941970536163"
"collab_in_degree","numeric","lowerOrEqual,23.9165627490729"
