"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","lowerOrEqual,2.99794583860785"
"colemanlieu","numeric","greaterOrEqual,15.8028"
"smog","numeric","lowerOrEqual,13.3509833901353"
"text_gaussian","numeric","lowerOrEqual,0.3874790109694"
"text_bernoulli","numeric","greaterOrEqual,3.61865733285256e-11"
"text_complement","numeric","greaterOrEqual,0.139543566169253"
"reporter_bugnum","numeric","greaterOrEqual,19.0339004143607"
"reporter_recent_bugnum","numeric","greaterOrEqual,5.0469016272109"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.939393939393939"
"assignee_bugnum","numeric","greaterOrEqual,14.1722370572388"
"assignee_recent_bugnum","numeric","greaterOrEqual,4.06573110679165"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.945000648710068"
"count_summ_before","numeric","lowerOrEqual,0.612353081582114"
"wordsDiff","numeric","lowerOrEqual,-0.875784437637776"
"sp_diff","numeric","lowerOrEqual,-0.252715146634728"
"collab_betweenness","numeric","lowerOrEqual,0.35912877953157"
"collab_closeness","numeric","lowerOrEqual,0.481480556381165"
"collab_in_degree","numeric","lowerOrEqual,23.7400741819292"
"collab_kcore","numeric","lowerOrEqual,1.71472106687725"
