"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","greaterOrEqual,49.9463743766149"
"colemanlieu","numeric","lowerOrEqual,14.1844"
"text_multinomial","numeric","greaterOrEqual,0.037143616314895"
"text_gaussian","numeric","greaterOrEqual,0.000314636970870197"
"text_bernoulli","numeric","greaterOrEqual,9.37235338648013e-05"
"reporter_bugnum","numeric","greaterOrEqual,76.0667278729379"
"reporter_recent_bugnum","numeric","greaterOrEqual,20.647867906373"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.910798671274306"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.9454387400765"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.866505171552392"
"count_summ_before","numeric","lowerOrEqual,0.677754792850465"
"wordsDiff","numeric","lowerOrEqual,-0.0353777895215899"
"sp_diff","numeric","lowerOrEqual,-0.116173629183322"
"sp_sprint","numeric","greaterOrEqual,3.00841387268156"
"collab_closeness","numeric","greaterOrEqual,0.528223268209774"
"collab_kcore","numeric","lowerOrEqual,1.99937072605826"
"collab_out_degree","numeric","greaterOrEqual,21.4176508048549"
