"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","greaterOrEqual,49.227027027027"
"colemanlieu","numeric","lowerOrEqual,12.3004"
"text_bernoulli","numeric","lowerOrEqual,1.2372956361187e-53"
"text_complement","numeric","greaterOrEqual,0.139627189124415"
"reporter_recent_bugnum","numeric","greaterOrEqual,3.36241513444111"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.961538461538462"
"assignee_bugnum","numeric","greaterOrEqual,37.5084623147268"
"assignee_recent_bugnum","numeric","greaterOrEqual,10.9312075672206"
"count_summ_before","numeric","lowerOrEqual,2"
"sp_sprint","numeric","lowerOrEqual,4.69942980958149"
