"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"colemanlieu","numeric","greaterOrEqual,19.2473"
"smog","numeric","lowerOrEqual,12.3407612600118"
"text_multinomial","numeric","greaterOrEqual,0.00760202782232675"
"text_gaussian","numeric","greaterOrEqual,0.014540808275342"
"text_bernoulli","numeric","greaterOrEqual,2.66721137606328e-14"
"reporter_bugnum","numeric","lowerOrEqual,18.5436921678483"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.964645176471677"
"assignee_recent_bugnum","numeric","lowerOrEqual,11.5779087203555"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.957249738666252"
"count_summ_before","numeric","greaterOrEqual,0.0174765719566494"
"wordsDiff","numeric","lowerOrEqual,-0.0524297158699483"
"sp_diff","numeric","lowerOrEqual,-1"
"sp_sprint","numeric","lowerOrEqual,4.98155390936881"
"collab_betweenness","numeric","lowerOrEqual,0.266666666666667"
"collab_closeness","numeric","greaterOrEqual,0.41070163004961"
"collab_eigen_vector","numeric","lowerOrEqual,0.421793053760531"
"collab_in_degree","numeric","greaterOrEqual,23.0862129218876"
