"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,54.090432198458"
"colemanlieu","numeric","greaterOrEqual,15.3538"
"text_multinomial","numeric","greaterOrEqual,0.0367106730760323"
"text_gaussian","numeric","greaterOrEqual,1.14369193814531e-292"
"text_bernoulli","numeric","greaterOrEqual,3.65500576021166e-05"
"reporter_bugnum","numeric","lowerOrEqual,56.9218147024512"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.0095547989476"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.907913526062283"
"assignee_recent_bugnum","numeric","lowerOrEqual,7.97730625979602"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.907329749881952"
"count_summ_before","numeric","lowerOrEqual,0.643804809311405"
"wordsDiff","numeric","lowerOrEqual,-0.0745894005522132"
"sp_diff","numeric","lowerOrEqual,-0.043076146626845"
"sp_sprint","numeric","greaterOrEqual,4.00185626698658"
"collab_betweenness","numeric","greaterOrEqual,0.295965962142433"
"collab_closeness","numeric","lowerOrEqual,0.467794325280651"
"collab_in_degree","numeric","greaterOrEqual,15.0189131926745"
"collab_kcore","numeric","lowerOrEqual,1.99649309623055"
