"varname","cls","rule"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,3.03446271782741"
"lix","numeric","lowerOrEqual,45.2179263781079"
"text_gaussian","numeric","greaterOrEqual,0.0213750960538164"
"text_bernoulli","numeric","greaterOrEqual,0.0006198774177112"
"text_complement","numeric","greaterOrEqual,0.404198314932541"
"reporter_bugnum","numeric","lowerOrEqual,18.8775263279676"
"reporter_recent_bugnum","numeric","lowerOrEqual,9.59582873061299"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.859760791061061"
"assignee_recent_bugnum","numeric","greaterOrEqual,5.04342467943206"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.850941019744992"
"count_comment_before","numeric","lowerOrEqual,-0.0502841786947101"
"count_summ_before","numeric","lowerOrEqual,0.868764225393534"
"wordsDiff","numeric","lowerOrEqual,23.5022049031686"
"sp_diff","numeric","lowerOrEqual,-2.5"
"collab_betweenness","numeric","greaterOrEqual,0.404582645781378"
"collab_closeness","numeric","greaterOrEqual,0.802822604068719"
"collab_in_degree","numeric","lowerOrEqual,6.94971582130529"
