"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","greaterOrEqual,47.4325581395349"
"colemanlieu","numeric","greaterOrEqual,12.4333"
"text_bernoulli","numeric","greaterOrEqual,7.8534432100101e-26"
"text_complement","numeric","greaterOrEqual,0.149114338043941"
"reporter_recent_bugnum","numeric","greaterOrEqual,2.12432146631181"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.971153846153846"
"assignee_bugnum","numeric","greaterOrEqual,37"
"assignee_recent_bugnum","numeric","greaterOrEqual,9.4188779136166"
"count_summ_before","numeric","greaterOrEqual,0.271420996170491"
"sp_sprint","numeric","lowerOrEqual,4.39724177587777"
