"varname","cls","rule"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,3.19861729629338"
"lix","numeric","greaterOrEqual,43.7727272727273"
"text_gaussian","numeric","greaterOrEqual,0.0395007039187476"
"text_bernoulli","numeric","greaterOrEqual,8.92096374612365e-06"
"text_complement","numeric","greaterOrEqual,0.438556881453753"
"reporter_bugnum","numeric","lowerOrEqual,18.1131356852129"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.59130370197818"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.861683742003355"
"assignee_recent_bugnum","numeric","lowerOrEqual,2.9406230058521"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.827092447431984"
"count_comment_before","numeric","lowerOrEqual,-0.0672242427244782"
"count_summ_before","numeric","greaterOrEqual,0.044115589465946"
"wordsDiff","numeric","greaterOrEqual,0.044115589465946"
"sp_diff","numeric","lowerOrEqual,-2"
"collab_betweenness","numeric","greaterOrEqual,0.393594814538211"
"collab_closeness","numeric","lowerOrEqual,0.8"
"collab_in_degree","numeric","greaterOrEqual,7.04451202671044"
