"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,50.0992712601428"
"colemanlieu","numeric","greaterOrEqual,14.0203922966449"
"text_multinomial","numeric","greaterOrEqual,0.0289241152068278"
"text_gaussian","numeric","lowerOrEqual,0.490480952896178"
"text_bernoulli","numeric","greaterOrEqual,3.76984884912408e-06"
"reporter_bugnum","numeric","lowerOrEqual,75.6869141440839"
"reporter_recent_bugnum","numeric","greaterOrEqual,20.5184254900087"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.910799955919992"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.73844112083316"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.868844387502474"
"count_summ_before","numeric","lowerOrEqual,0.603910303674638"
"wordsDiff","numeric","lowerOrEqual,-0.162505203625187"
"sp_diff","numeric","lowerOrEqual,-0.0701453892979771"
"sp_sprint","numeric","greaterOrEqual,3.03590566292405"
"collab_closeness","numeric","lowerOrEqual,0.531012067201141"
"collab_kcore","numeric","lowerOrEqual,1.99421639693901"
"collab_out_degree","numeric","lowerOrEqual,20.6754474639893"
