"varname","cls","rule"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,3.04481377545744"
"lix","numeric","lowerOrEqual,49.2558927207439"
"text_gaussian","numeric","greaterOrEqual,2.71506826613033e-59"
"text_bernoulli","numeric","greaterOrEqual,5.00877822843301e-05"
"text_complement","numeric","greaterOrEqual,0.373703579899488"
"reporter_bugnum","numeric","lowerOrEqual,17"
"reporter_recent_bugnum","numeric","lowerOrEqual,9.82979129487649"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.859349108209196"
"assignee_recent_bugnum","numeric","greaterOrEqual,3.06904717744328"
"assignee_stable_sp_rate","numeric","greaterOrEqual,0.815985896820426"
"count_comment_before","numeric","lowerOrEqual,-0.0101633039303124"
"count_summ_before","numeric","lowerOrEqual,0.525103716179729"
"wordsDiff","numeric","lowerOrEqual,8"
"sp_diff","numeric","lowerOrEqual,-1.5"
"collab_betweenness","numeric","greaterOrEqual,0.428571428571428"
"collab_closeness","numeric","greaterOrEqual,0.805914294796393"
"collab_in_degree","numeric","lowerOrEqual,6.92708026291803"
