"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","greaterOrEqual,47.3376985329524"
"colemanlieu","numeric","lowerOrEqual,12.0729"
"text_bernoulli","numeric","greaterOrEqual,6.28592406355307e-35"
"text_complement","numeric","greaterOrEqual,0.159786907850138"
"reporter_recent_bugnum","numeric","lowerOrEqual,1.61888258135878"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.971153846153846"
"assignee_bugnum","numeric","greaterOrEqual,37.5"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.38111741864122"
"count_summ_before","numeric","greaterOrEqual,0.537017008289695"
"sp_sprint","numeric","greaterOrEqual,5.0744033518713"
