"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,54.1536662346253"
"colemanlieu","numeric","greaterOrEqual,15.1867502610411"
"text_multinomial","numeric","greaterOrEqual,0.0398024408881987"
"text_gaussian","numeric","lowerOrEqual,0.448142130742781"
"text_bernoulli","numeric","greaterOrEqual,0.00032433289718675"
"reporter_bugnum","numeric","greaterOrEqual,56.0240710377693"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.0102356942371"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.908244975987647"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.85826798132621"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.906969090627391"
"count_summ_before","numeric","lowerOrEqual,0.851277606911026"
"wordsDiff","numeric","lowerOrEqual,-0.0428077557589859"
"sp_diff","numeric","lowerOrEqual,-0.278898276854306"
"sp_sprint","numeric","greaterOrEqual,4.01716549228877"
"collab_betweenness","numeric","greaterOrEqual,0.303165865597245"
"collab_closeness","numeric","lowerOrEqual,0.46661856848743"
"collab_in_degree","numeric","greaterOrEqual,15.0200535806362"
"collab_kcore","numeric","lowerOrEqual,1.99739591032267"
