"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,2.00110315391794"
"flesch","numeric","lowerOrEqual,51.0319988547497"
"lix","numeric","greaterOrEqual,50.7465773146686"
"text_gaussian","numeric","greaterOrEqual,3.31069017916878e-143"
"text_bernoulli","numeric","greaterOrEqual,0.0032052651606549"
"text_complement","numeric","greaterOrEqual,0.323586002202321"
"reporter_bugnum","numeric","lowerOrEqual,50.9444697848521"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.98229899047874"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.848721016189976"
"assignee_bugnum","numeric","greaterOrEqual,37.0311715658754"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.99827516451478"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.872467887072215"
"count_summ_before","numeric","lowerOrEqual,0.687165117473342"
"wordsDiff","numeric","lowerOrEqual,-0.397216795478016"
"sp_diff","numeric","lowerOrEqual,-0.0259470220189542"
"collab_betweenness","numeric","greaterOrEqual,0.544280111292938"
"collab_closeness","numeric","greaterOrEqual,0.750581164504043"
"collab_kcore","numeric","lowerOrEqual,1.90381227806211"
"collab_out_degree","numeric","lowerOrEqual,20.9844291657209"
