"varname","cls","rule"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,3.01629661815241"
"lix","numeric","greaterOrEqual,51.7541938335653"
"text_gaussian","numeric","greaterOrEqual,0.0081483090762049"
"text_bernoulli","numeric","greaterOrEqual,2.18302339015646e-05"
"text_complement","numeric","greaterOrEqual,0.437240511961068"
"reporter_bugnum","numeric","lowerOrEqual,18.1098024223465"
"reporter_recent_bugnum","numeric","lowerOrEqual,9.83094347291626"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.861018492834103"
"assignee_recent_bugnum","numeric","lowerOrEqual,4.57907701842487"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.848972458293829"
"count_comment_before","numeric","lowerOrEqual,-0.209865456679836"
"count_summ_before","numeric","lowerOrEqual,0.98976887552999"
"wordsDiff","numeric","lowerOrEqual,19.6889158338308"
"sp_diff","numeric","lowerOrEqual,-1"
"collab_betweenness","numeric","greaterOrEqual,0.412991485603324"
"collab_closeness","numeric","greaterOrEqual,0.803242925294724"
"collab_in_degree","numeric","lowerOrEqual,6.94738110713661"
