"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","lowerOrEqual,2.84154904522002"
"colemanlieu","numeric","lowerOrEqual,16.0345"
"smog","numeric","lowerOrEqual,13.3921717527429"
"text_gaussian","numeric","greaterOrEqual,0.0138686154969037"
"text_bernoulli","numeric","greaterOrEqual,1.31673338424519e-09"
"text_complement","numeric","greaterOrEqual,0.149923320031932"
"reporter_bugnum","numeric","greaterOrEqual,17.5263083146419"
"reporter_recent_bugnum","numeric","lowerOrEqual,4.95960524515249"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.93774647387762"
"assignee_bugnum","numeric","lowerOrEqual,12.6414026024286"
"assignee_recent_bugnum","numeric","greaterOrEqual,3.02167402510531"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.939393939393939"
"count_summ_before","numeric","lowerOrEqual,0.650113564217463"
"wordsDiff","numeric","lowerOrEqual,-0.0746930669993162"
"sp_diff","numeric","lowerOrEqual,-0.494714349741116"
"collab_betweenness","numeric","greaterOrEqual,0.356971484759095"
"collab_closeness","numeric","greaterOrEqual,0.485951021610611"
"collab_in_degree","numeric","greaterOrEqual,24.5273927797098"
"collab_kcore","numeric","lowerOrEqual,1.89503702963702"
