"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,2.00536644924432"
"flesch","numeric","lowerOrEqual,50.6617901245754"
"lix","numeric","greaterOrEqual,50.5465367965368"
"text_gaussian","numeric","greaterOrEqual,9.48033246987612e-258"
"text_bernoulli","numeric","greaterOrEqual,0.00499811943682323"
"text_complement","numeric","greaterOrEqual,0.321828864243579"
"reporter_bugnum","numeric","lowerOrEqual,48.9937130576"
"reporter_recent_bugnum","numeric","lowerOrEqual,9.98814850114286"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.848046834169027"
"assignee_bugnum","numeric","greaterOrEqual,35.0401127389632"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.99883104860783"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.872434903468618"
"count_summ_before","numeric","lowerOrEqual,0.578615789534524"
"wordsDiff","numeric","lowerOrEqual,-0.0278281378559768"
"sp_diff","numeric","lowerOrEqual,-0.113316383282654"
"collab_betweenness","numeric","greaterOrEqual,0.548801870251315"
"collab_closeness","numeric","greaterOrEqual,0.750084310081815"
"collab_kcore","numeric","lowerOrEqual,1.98820983525366"
"collab_out_degree","numeric","greaterOrEqual,22.002744279569"
