"varname","cls","rule"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,3.03106643864885"
"lix","numeric","greaterOrEqual,49.5051796676995"
"text_gaussian","numeric","greaterOrEqual,2.29771965316682e-76"
"text_bernoulli","numeric","greaterOrEqual,1.05029162833177e-05"
"text_complement","numeric","greaterOrEqual,0.384303718159191"
"reporter_bugnum","numeric","lowerOrEqual,15.5"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.73057695478201"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.859248059142847"
"assignee_recent_bugnum","numeric","lowerOrEqual,2.74066855455749"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.848018143127707"
"count_comment_before","numeric","lowerOrEqual,-0.099757133051753"
"count_summ_before","numeric","lowerOrEqual,0.516664027469233"
"wordsDiff","numeric","lowerOrEqual,0.906329393386841"
"sp_diff","numeric","lowerOrEqual,-2"
"collab_betweenness","numeric","lowerOrEqual,0.428461616037222"
"collab_closeness","numeric","greaterOrEqual,0.823529411764706"
"collab_in_degree","numeric","greaterOrEqual,7.38561336230487"
