"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","lowerOrEqual,2.99838923895732"
"colemanlieu","numeric","greaterOrEqual,15.9785"
"smog","numeric","lowerOrEqual,13.4473752313327"
"text_gaussian","numeric","greaterOrEqual,0.00705027766525745"
"text_bernoulli","numeric","greaterOrEqual,1.39184038067643e-09"
"text_complement","numeric","greaterOrEqual,0.134024982870489"
"reporter_bugnum","numeric","greaterOrEqual,17.6936811048072"
"reporter_recent_bugnum","numeric","greaterOrEqual,5.02086875354871"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.940567049493043"
"assignee_bugnum","numeric","greaterOrEqual,14.4645244814456"
"assignee_recent_bugnum","numeric","greaterOrEqual,3.08460929826833"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.940342231516159"
"count_summ_before","numeric","lowerOrEqual,0.694120261818171"
"wordsDiff","numeric","lowerOrEqual,-0.199274696176872"
"sp_diff","numeric","lowerOrEqual,-0.113771787146106"
"collab_betweenness","numeric","greaterOrEqual,0.356971484759095"
"collab_closeness","numeric","lowerOrEqual,0.486896866382044"
"collab_in_degree","numeric","lowerOrEqual,23.4880047943443"
"collab_kcore","numeric","lowerOrEqual,1.76116214506328"
