"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,54.0639930634502"
"colemanlieu","numeric","greaterOrEqual,15.3005"
"text_multinomial","numeric","greaterOrEqual,0.0399145355917968"
"text_gaussian","numeric","greaterOrEqual,7.87552483418074e-231"
"text_bernoulli","numeric","greaterOrEqual,0.00012816126546065"
"reporter_bugnum","numeric","lowerOrEqual,55.9412162750959"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.043686410645"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.908309619218578"
"assignee_recent_bugnum","numeric","lowerOrEqual,7.93829706357792"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.907075178576381"
"count_summ_before","numeric","lowerOrEqual,0.773419349105097"
"wordsDiff","numeric","lowerOrEqual,-0.118047995958477"
"sp_diff","numeric","lowerOrEqual,-0.041386257391423"
"sp_sprint","numeric","greaterOrEqual,4.00539993867278"
"collab_betweenness","numeric","greaterOrEqual,0.30017115367434"
"collab_closeness","numeric","lowerOrEqual,0.474830247285753"
"collab_in_degree","numeric","greaterOrEqual,15.0107736983337"
"collab_kcore","numeric","lowerOrEqual,1.98934789327905"
