"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,2.01013057352975"
"flesch","numeric","lowerOrEqual,52.5262722133777"
"lix","numeric","greaterOrEqual,50.2263912434223"
"text_gaussian","numeric","greaterOrEqual,3.21141336988124e-237"
"text_bernoulli","numeric","greaterOrEqual,0.0039982685280381"
"text_complement","numeric","greaterOrEqual,0.331713167634533"
"reporter_bugnum","numeric","lowerOrEqual,48.9220690056682"
"reporter_recent_bugnum","numeric","greaterOrEqual,9.00021772831678"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.842103352745627"
"assignee_bugnum","numeric","lowerOrEqual,35.9912050124258"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.99419164494611"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.872327322604293"
"count_summ_before","numeric","lowerOrEqual,0.68092938628979"
"wordsDiff","numeric","lowerOrEqual,-0.0335703417658806"
"sp_diff","numeric","lowerOrEqual,-0.0314782804343849"
"collab_betweenness","numeric","lowerOrEqual,0.548790571411199"
"collab_closeness","numeric","greaterOrEqual,0.750198622555607"
"collab_kcore","numeric","lowerOrEqual,1.98837234498933"
"collab_out_degree","numeric","lowerOrEqual,21.9838428669609"
