"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,50.01381788147"
"colemanlieu","numeric","greaterOrEqual,14.03105"
"text_multinomial","numeric","greaterOrEqual,0.0369335606297754"
"text_gaussian","numeric","greaterOrEqual,5.10851994287191e-117"
"text_bernoulli","numeric","greaterOrEqual,1.86239012233692e-05"
"reporter_bugnum","numeric","greaterOrEqual,76.5"
"reporter_recent_bugnum","numeric","greaterOrEqual,18.0828289110214"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.910781571082162"
"assignee_recent_bugnum","numeric","lowerOrEqual,4.93074187892489"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.868082319809713"
"count_summ_before","numeric","lowerOrEqual,0.601539321243763"
"wordsDiff","numeric","lowerOrEqual,-0.109203768661246"
"sp_diff","numeric","lowerOrEqual,-0.24731534672901"
"sp_sprint","numeric","greaterOrEqual,3.00015207519755"
"collab_closeness","numeric","lowerOrEqual,0.530958178489979"
"collab_kcore","numeric","lowerOrEqual,1.99766095145606"
"collab_out_degree","numeric","greaterOrEqual,21.1420363686047"
