"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,54.6525821596244"
"colemanlieu","numeric","greaterOrEqual,15.3267"
"text_multinomial","numeric","greaterOrEqual,0.0419978441858443"
"text_gaussian","numeric","greaterOrEqual,1.37702827080523e-168"
"text_bernoulli","numeric","greaterOrEqual,0.0004687090012027"
"reporter_bugnum","numeric","greaterOrEqual,56.0132999445777"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.0111048244871"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.908450973360215"
"assignee_recent_bugnum","numeric","lowerOrEqual,7.92484698910266"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.907446767648801"
"count_summ_before","numeric","lowerOrEqual,1.28994679171592"
"wordsDiff","numeric","lowerOrEqual,-0.0271092243492603"
"sp_diff","numeric","lowerOrEqual,-0.0500727242324501"
"sp_sprint","numeric","greaterOrEqual,4.00336459465325"
"collab_betweenness","numeric","lowerOrEqual,0.297464573953682"
"collab_closeness","numeric","lowerOrEqual,0.463854218570401"
"collab_in_degree","numeric","lowerOrEqual,14.9792701650877"
"collab_kcore","numeric","lowerOrEqual,1.99995858385228"
