"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,50.3140789785772"
"colemanlieu","numeric","greaterOrEqual,14.4134"
"text_multinomial","numeric","greaterOrEqual,0.0279957659023592"
"text_gaussian","numeric","lowerOrEqual,0.505655144806951"
"text_bernoulli","numeric","greaterOrEqual,9.4758677244616e-06"
"reporter_bugnum","numeric","greaterOrEqual,73.4998332690448"
"reporter_recent_bugnum","numeric","greaterOrEqual,18.1322334054857"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.910994137309224"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.97258557379246"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.863043719993733"
"count_summ_before","numeric","lowerOrEqual,0.630606015212834"
"wordsDiff","numeric","lowerOrEqual,-0.136477753985673"
"sp_diff","numeric","lowerOrEqual,-0.902591966791078"
"sp_sprint","numeric","lowerOrEqual,2.97781473235227"
"collab_closeness","numeric","lowerOrEqual,0.530504679041249"
"collab_kcore","numeric","lowerOrEqual,1.99275013781153"
"collab_out_degree","numeric","lowerOrEqual,20.9014518633485"
