"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"colemanlieu","numeric","lowerOrEqual,19.2068"
"smog","numeric","lowerOrEqual,12.4525238389001"
"text_multinomial","numeric","greaterOrEqual,0.0075330918136814"
"text_gaussian","numeric","lowerOrEqual,0.547504375688732"
"text_bernoulli","numeric","greaterOrEqual,1.48961632662192e-15"
"reporter_bugnum","numeric","greaterOrEqual,17.4071800075471"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.973986662165807"
"assignee_recent_bugnum","numeric","lowerOrEqual,10.85355387046"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.957484989749573"
"count_summ_before","numeric","lowerOrEqual,1.16002089623362"
"wordsDiff","numeric","lowerOrEqual,-0.1706673046574"
"sp_diff","numeric","lowerOrEqual,1.26015593763441"
"sp_sprint","numeric","lowerOrEqual,4.91101290937513"
"collab_betweenness","numeric","lowerOrEqual,0.268136557610242"
"collab_closeness","numeric","greaterOrEqual,0.409218346808676"
"collab_eigen_vector","numeric","greaterOrEqual,0.415638451716396"
"collab_in_degree","numeric","lowerOrEqual,22.5869122000877"
