"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","lowerOrEqual,46.9494840309005"
"colemanlieu","numeric","lowerOrEqual,12.3973"
"text_bernoulli","numeric","lowerOrEqual,3.24606555925703e-24"
"text_complement","numeric","greaterOrEqual,0.167084882981151"
"reporter_recent_bugnum","numeric","greaterOrEqual,2.57718781451695"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.980769230769231"
"assignee_bugnum","numeric","lowerOrEqual,35.5"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.95063294935971"
"count_summ_before","numeric","lowerOrEqual,1.05391953326762"
"sp_sprint","numeric","greaterOrEqual,5.08087929990143"
