"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,2.00247322022915"
"flesch","numeric","lowerOrEqual,51.161550642326"
"lix","numeric","greaterOrEqual,50.7940318708621"
"text_gaussian","numeric","greaterOrEqual,6.39864837176259e-251"
"text_bernoulli","numeric","greaterOrEqual,0.00234187818940454"
"text_complement","numeric","greaterOrEqual,0.31814005636442"
"reporter_bugnum","numeric","lowerOrEqual,51.9797515468672"
"reporter_recent_bugnum","numeric","greaterOrEqual,9.03702615201473"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.848803434121811"
"assignee_bugnum","numeric","lowerOrEqual,36.9556415677071"
"assignee_recent_bugnum","numeric","greaterOrEqual,7.0490315426141"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.872316903703366"
"count_summ_before","numeric","lowerOrEqual,0.602481733309105"
"wordsDiff","numeric","lowerOrEqual,-0.415488973725587"
"sp_diff","numeric","lowerOrEqual,-0.0140829011797905"
"collab_betweenness","numeric","greaterOrEqual,0.547631028134086"
"collab_closeness","numeric","greaterOrEqual,0.750779401740175"
"collab_kcore","numeric","lowerOrEqual,1.97904100618325"
"collab_out_degree","numeric","greaterOrEqual,22.0026680738665"
