"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,2.00412039994262"
"flesch","numeric","lowerOrEqual,50.1019205347726"
"lix","numeric","greaterOrEqual,50.7777885408601"
"text_gaussian","numeric","greaterOrEqual,1.09187272806247e-185"
"text_bernoulli","numeric","greaterOrEqual,0.00173919262092075"
"text_complement","numeric","greaterOrEqual,0.316578247196463"
"reporter_bugnum","numeric","greaterOrEqual,47.0337318237871"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.99601310724393"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.848520537356914"
"assignee_bugnum","numeric","lowerOrEqual,37.9285255628638"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.98559403209947"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.872093704738743"
"count_summ_before","numeric","lowerOrEqual,0.626040069852024"
"wordsDiff","numeric","lowerOrEqual,-0.0196234572213143"
"sp_diff","numeric","lowerOrEqual,-0.0060564368031919"
"collab_betweenness","numeric","lowerOrEqual,0.545897394543009"
"collab_closeness","numeric","greaterOrEqual,0.750306700954256"
"collab_kcore","numeric","lowerOrEqual,1.9969717815984"
"collab_out_degree","numeric","lowerOrEqual,20.9946764516644"
