"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,2.01124628563412"
"flesch","numeric","lowerOrEqual,50.5175"
"lix","numeric","lowerOrEqual,50.5546646386603"
"text_gaussian","numeric","greaterOrEqual,1.27960503827621e-189"
"text_bernoulli","numeric","greaterOrEqual,0.0072652336593382"
"text_complement","numeric","greaterOrEqual,0.325456725134013"
"reporter_bugnum","numeric","greaterOrEqual,48.1930621948559"
"reporter_recent_bugnum","numeric","greaterOrEqual,9.01353304227814"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.84206018427692"
"assignee_bugnum","numeric","greaterOrEqual,36.0124796088785"
"assignee_recent_bugnum","numeric","greaterOrEqual,7.01987643679604"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.872242580178422"
"count_summ_before","numeric","lowerOrEqual,0.554533072165214"
"wordsDiff","numeric","lowerOrEqual,-0.00257483078166842"
"sp_diff","numeric","lowerOrEqual,-0.0262189344502985"
"collab_betweenness","numeric","lowerOrEqual,0.544074802921807"
"collab_closeness","numeric","greaterOrEqual,0.750026338480228"
"collab_kcore","numeric","lowerOrEqual,1.99810678814538"
"collab_out_degree","numeric","greaterOrEqual,21.0027508249041"
