"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","lowerOrEqual,46.8730158730159"
"colemanlieu","numeric","lowerOrEqual,12.6615713006144"
"text_bernoulli","numeric","lowerOrEqual,1.26784888003043e-23"
"text_complement","numeric","greaterOrEqual,0.158587738134917"
"reporter_recent_bugnum","numeric","greaterOrEqual,2.03713536635041"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.980769230769231"
"assignee_bugnum","numeric","greaterOrEqual,35.9405760352965"
"assignee_recent_bugnum","numeric","greaterOrEqual,9.04586552805267"
"count_summ_before","numeric","lowerOrEqual,1.92153121868614"
"sp_sprint","numeric","lowerOrEqual,4.15470096841455"
