"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,49.7196484839244"
"colemanlieu","numeric","greaterOrEqual,14.0224"
"text_multinomial","numeric","greaterOrEqual,0.0415736986035799"
"text_gaussian","numeric","greaterOrEqual,1.18913739920631e-34"
"text_bernoulli","numeric","greaterOrEqual,1.03607665513926e-05"
"reporter_bugnum","numeric","greaterOrEqual,78"
"reporter_recent_bugnum","numeric","greaterOrEqual,20.1819055825472"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.909070317162612"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.62208554986864"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.867430277049522"
"count_summ_before","numeric","lowerOrEqual,0.548623353359289"
"wordsDiff","numeric","lowerOrEqual,-0.124561202712357"
"sp_diff","numeric","lowerOrEqual,-0.176765485201031"
"sp_sprint","numeric","greaterOrEqual,3.02334967209026"
"collab_closeness","numeric","lowerOrEqual,0.53083946489358"
"collab_kcore","numeric","lowerOrEqual,1.97730371821672"
"collab_out_degree","numeric","greaterOrEqual,21.0710016386583"
