"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","lowerOrEqual,46.8571428571428"
"colemanlieu","numeric","lowerOrEqual,11.8412"
"text_bernoulli","numeric","greaterOrEqual,2.15764598368819e-24"
"text_complement","numeric","greaterOrEqual,0.152544689195812"
"reporter_recent_bugnum","numeric","greaterOrEqual,3"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.980769230769231"
"assignee_bugnum","numeric","greaterOrEqual,35.4151170365512"
"assignee_recent_bugnum","numeric","lowerOrEqual,8"
"count_summ_before","numeric","lowerOrEqual,0.967313823290169"
"sp_sprint","numeric","greaterOrEqual,5.05995068140328"
