"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,2.00445721787401"
"flesch","numeric","greaterOrEqual,51.0728967790605"
"lix","numeric","lowerOrEqual,49.8361581920904"
"text_gaussian","numeric","greaterOrEqual,1.89111473798164e-281"
"text_bernoulli","numeric","greaterOrEqual,0.0032697546977099"
"text_complement","numeric","greaterOrEqual,0.32957246754185"
"reporter_bugnum","numeric","greaterOrEqual,47.0108477990143"
"reporter_recent_bugnum","numeric","greaterOrEqual,9.00803014403209"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.845939753714072"
"assignee_bugnum","numeric","greaterOrEqual,36.223330790177"
"assignee_recent_bugnum","numeric","greaterOrEqual,7.00984099367633"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.872224159348538"
"count_summ_before","numeric","lowerOrEqual,0.566857162630185"
"wordsDiff","numeric","lowerOrEqual,-0.0580131327733397"
"sp_diff","numeric","lowerOrEqual,-0.150375783443451"
"collab_betweenness","numeric","lowerOrEqual,0.546145814598552"
"collab_closeness","numeric","lowerOrEqual,0.74998807375562"
"collab_kcore","numeric","lowerOrEqual,1.96160289132968"
"collab_out_degree","numeric","greaterOrEqual,21.0164530398324"
